path,description
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/RuralRouteIdentifier, A unique alphanumeric string identifying the rural route for the delivery of mail.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/RuralRouteIdentifier/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/RuralRouteIdentifier/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/RuralRouteIdentifier/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/RuralRouteIdentifier/@IdentifierEffectiveDate, The date on which the value represented by the MISMOIdentifier is effective as determined by the issuer or owner as specified by the IdentifierOwnerURI.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/RuralRouteIdentifier/@IdentifierOwnerURI, An XML attribute that identifies the owner or publisher of the identifier associated with a MISMO term with the class word of "Identifier" by means or a URI. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/RuralRouteIdentifier/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/RuralRouteIdentifier/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateCode, The two-character representation of the US state US Territory Canadian Province Military APO FPO or Territory.          
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateCode/@CodeEffectiveDate, The date on which the value represented by the MISMOCode is effective as determined by the issuer or owner as specified by the CodeOwnerURI.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateCode/@CodeOwnerURI, Identifies the owner or publisher of the code associated with a MISMO term with the class word of "Code" by means of a URI. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateCode/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateCode/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateCode/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateCode/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateCode/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateName, The name of the US state US Territory Canadian Province Military APO FPO or Territory.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateName/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateName/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateName/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateName/@lang, The ISO 639-1 two character code value representing the langage of the text of the element data point. For example en for English es for spanish.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateName/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StateName/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetName, The official name of a street assigned by a local governing authority.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetName/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetName/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetName/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetName/@lang, The ISO 639-1 two character code value representing the langage of the text of the element data point. For example en for English es for spanish.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetName/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetName/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPostDirectionalText, The directional symbol that represents the sector of a city where a street address is located.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPostDirectionalText/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPostDirectionalText/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPostDirectionalText/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPostDirectionalText/@lang, The ISO 639-1 two character code value representing the langage of the text of the element data point. For example en for English es for spanish. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPostDirectionalText/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPostDirectionalText/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPreDirectionalText, The street vector or the direction the street has taken from some arbitrary starting point. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPreDirectionalText/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPreDirectionalText/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPreDirectionalText/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPreDirectionalText/@lang, The ISO 639-1 two character code value representing the langage of the text of the element data point. For example en for English es for spanish. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPreDirectionalText/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPreDirectionalText/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPrimaryNumberText, The number assigned to a building or land parcel along the street to identify location and ensure accurate mail delivery.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPrimaryNumberText/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPrimaryNumberText/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPrimaryNumberText/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPrimaryNumberText/@lang, The ISO 639-1 two character code value representing the langage of the text of the element data point. For example en for English es for spanish. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPrimaryNumberText/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetPrimaryNumberText/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetSuffixText, The trailing designator in a street address or the appropriate abbreviation. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetSuffixText/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetSuffixText/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetSuffixText/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetSuffixText/@lang, The ISO 639-1 two character code value representing the langage of the text of the element data point. For example en for English es for spanish. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetSuffixText/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/StreetSuffixText/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.  
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/EXTENSION/MISMO/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/EXTENSION/OTHER/Any Element,  The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/@SequenceNumber, An integer value used to provide an order to multi-instance sibling elements. The value must be unique for each sibling element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/ADDRESS/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS, The name and associated information relating to an individual party who may be serving as a contact for some larger organization or institution.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT, Describes information associated with an electronic method of contacting or communication with a party.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_EMAIL/ContactPointEmailValue, The email address for the contact.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_EMAIL/ContactPointEmailValue/@AlgorithmURI, A value that identifies the algorithm used to calculate digest.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_EMAIL/ContactPointEmailValue/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_EMAIL/ContactPointEmailValue/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_EMAIL/ContactPointEmailValue/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_EMAIL/ContactPointEmailValue/@lang, The ISO 639-1 two character code value representing the langage of the text of the element data point. For example en for English es for spanish. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_EMAIL/ContactPointEmailValue/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_EMAIL/ContactPointEmailValue/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_EMAIL/EXTENSION/MISMO/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_EMAIL/EXTENSION/OTHER/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_EMAIL/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_SOCIAL_MEDIA/SocialMediaIdentifier, The identifier of the party within a social media site. Use the IdentifierOwnerURI attribute value to identify the social media provider.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_SOCIAL_MEDIA/SocialMediaIdentifier/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_SOCIAL_MEDIA/SocialMediaIdentifier/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_SOCIAL_MEDIA/SocialMediaIdentifier/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_SOCIAL_MEDIA/SocialMediaIdentifier/@IdentifierEffectiveDate, The date on which the value represented by the MISMOIdentifier is effective as determined by the issuer or owner as specified by the IdentifierOwnerURI.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_SOCIAL_MEDIA/SocialMediaIdentifier/@IdentifierOwnerURI, Identifies the owner or publisher of the identifier associated with a MISMO term with the class word of "Identifier" by means or a URI. This is an XML attribute.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_SOCIAL_MEDIA/SocialMediaIdentifier/@SensitiveIndicator, llows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_SOCIAL_MEDIA/SocialMediaIdentifier/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_SOCIAL_MEDIA/EXTENSION/MISMO/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_SOCIAL_MEDIA/EXTENSION/OTHER/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_SOCIAL_MEDIA/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointFaxExtensionValue, The extension associated with the specified fax number.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointFaxExtensionValue/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointFaxExtensionValue/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointFaxExtensionValue/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointFaxExtensionValue/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointFaxExtensionValue/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointFaxValue, The fax number for the contact.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointFaxValue/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointFaxValue/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointFaxValue/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointFaxValue/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointFaxValue/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointTelephoneExtensionValue,  The extension associated with the specified telephone number.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointTelephoneExtensionValue/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointTelephoneExtensionValue/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointTelephoneExtensionValue/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
